m,TagName,
"2020-12-01 00:00:00","c","2655"
"2020-12-01 00:00:00","c#","5761"
"2020-12-01 00:00:00","c++","4464"
"2020-12-01 00:00:00","delphi","196"
"2020-12-01 00:00:00","go","538"
"2020-12-01 00:00:00","java","7857"
"2020-12-01 00:00:00","javascript","16077"
"2020-12-01 00:00:00","perl","131"
"2020-12-01 00:00:00","php","4818"
"2020-12-01 00:00:00","python","22298"
"2020-12-01 00:00:00","r","4348"
"2020-12-01 00:00:00","ruby","503"
"2020-12-01 00:00:00","swift","2110"
"2021-01-01 00:00:00","assembly","312"
"2021-01-01 00:00:00","c","2578"
"2021-01-01 00:00:00","c#","6224"
"2021-01-01 00:00:00","c++","4124"
"2021-01-01 00:00:00","delphi","202"
"2021-01-01 00:00:00","go","568"
"2021-01-01 00:00:00","java","8096"
"2021-01-01 00:00:00","javascript","16947"
"2021-01-01 00:00:00","perl","146"
"2021-01-01 00:00:00","php","4781"
"2021-01-01 00:00:00","python","22971"
"2021-01-01 00:00:00","r","4348"
"2021-01-01 00:00:00","ruby","524"
"2021-01-01 00:00:00","swift","2336"
"2021-02-01 00:00:00","assembly","246"
"2021-02-01 00:00:00","c","2255"
"2021-02-01 00:00:00","c#","5833"
"2021-02-01 00:00:00","c++","4119"
"2021-02-01 00:00:00","delphi","188"
"2021-02-01 00:00:00","go","573"
"2021-02-01 00:00:00","java","7650"
"2021-02-01 00:00:00","javascript","15352"
"2021-02-01 00:00:00","perl","133"
"2021-02-01 00:00:00","php","4407"
"2021-02-01 00:00:00","python","21499"
"2021-02-01 00:00:00","r","4344"
"2021-02-01 00:00:00","ruby","531"
"2021-02-01 00:00:00","swift","2278"
"2021-03-01 00:00:00","assembly","335"
"2021-03-01 00:00:00","c","2604"
"2021-03-01 00:00:00","c#","6985"
"2021-03-01 00:00:00","c++","4557"
"2021-03-01 00:00:00","delphi","266"
"2021-03-01 00:00:00","go","795"
"2021-03-01 00:00:00","java","9750"
"2021-03-01 00:00:00","javascript","18674"
"2021-03-01 00:00:00","perl","154"
"2021-03-01 00:00:00","php","5234"
"2021-03-01 00:00:00","python","26641"
"2021-03-01 00:00:00","r","5764"
"2021-03-01 00:00:00","ruby","542"
"2021-03-01 00:00:00","swift","2733"
"2021-04-01 00:00:00","assembly","342"
"2021-04-01 00:00:00","c","2443"
"2021-04-01 00:00:00","c#","6729"
"2021-04-01 00:00:00","c++","4307"
"2021-04-01 00:00:00","delphi","186"
"2021-04-01 00:00:00","go","681"
"2021-04-01 00:00:00","java","9464"
"2021-04-01 00:00:00","javascript","18559"
"2021-04-01 00:00:00","perl","142"
"2021-04-01 00:00:00","php","5070"
"2021-04-01 00:00:00","python","26404"
"2021-04-01 00:00:00","r","5602"
"2021-04-01 00:00:00","ruby","601"
"2021-04-01 00:00:00","swift","2511"
"2021-05-01 00:00:00","assembly","322"
"2021-05-01 00:00:00","c","2240"
"2021-05-01 00:00:00","c#","6521"
"2021-05-01 00:00:00","c++","4572"
"2021-05-01 00:00:00","delphi","179"
"2021-05-01 00:00:00","go","696"
"2021-05-01 00:00:00","java","9656"
"2021-05-01 00:00:00","javascript","18361"
"2021-05-01 00:00:00","perl","122"
"2021-05-01 00:00:00","php","5050"
"2021-05-01 00:00:00","python","25985"
"2021-05-01 00:00:00","r","5388"
"2021-05-01 00:00:00","ruby","446"
"2021-05-01 00:00:00","swift","2201"
"2021-06-01 00:00:00","assembly","275"
"2021-06-01 00:00:00","c","1992"
"2021-06-01 00:00:00","c#","6410"
"2021-06-01 00:00:00","c++","4162"
"2021-06-01 00:00:00","delphi","133"
"2021-06-01 00:00:00","go","640"
"2021-06-01 00:00:00","java","9174"
"2021-06-01 00:00:00","javascript","17587"
"2021-06-01 00:00:00","perl","157"
"2021-06-01 00:00:00","php","4840"
"2021-06-01 00:00:00","python","24478"
"2021-06-01 00:00:00","r","4937"
"2021-06-01 00:00:00","ruby","468"
"2021-06-01 00:00:00","swift","2106"
"2021-07-01 00:00:00","assembly","188"
"2021-07-01 00:00:00","c","1707"
"2021-07-01 00:00:00","c#","5931"
"2021-07-01 00:00:00","c++","3774"
"2021-07-01 00:00:00","delphi","147"
"2021-07-01 00:00:00","go","646"
"2021-07-01 00:00:00","java","8307"
"2021-07-01 00:00:00","javascript","17309"
"2021-07-01 00:00:00","perl","140"
"2021-07-01 00:00:00","php","4597"
"2021-07-01 00:00:00","python","24062"
"2021-07-01 00:00:00","r","4672"
"2021-07-01 00:00:00","ruby","500"
"2021-07-01 00:00:00","swift","2267"
"2021-08-01 00:00:00","assembly","166"
"2021-08-01 00:00:00","c","1617"
"2021-08-01 00:00:00","c#","5749"
"2021-08-01 00:00:00","c++","3472"
"2021-08-01 00:00:00","delphi","141"
"2021-08-01 00:00:00","go","781"
"2021-08-01 00:00:00","java","7937"
"2021-08-01 00:00:00","javascript","17009"
"2021-08-01 00:00:00","perl","118"
"2021-08-01 00:00:00","php","4573"
"2021-08-01 00:00:00","python","23068"
"2021-08-01 00:00:00","r","4571"
"2021-08-01 00:00:00","ruby","507"
"2021-08-01 00:00:00","swift","2188"
"2021-09-01 00:00:00","assembly","198"
"2021-09-01 00:00:00","c","1798"
"2021-09-01 00:00:00","c#","5750"
"2021-09-01 00:00:00","c++","3907"
"2021-09-01 00:00:00","delphi","145"
"2021-09-01 00:00:00","go","659"
"2021-09-01 00:00:00","java","7784"
"2021-09-01 00:00:00","javascript","16647"
"2021-09-01 00:00:00","perl","114"
"2021-09-01 00:00:00","php","4310"
"2021-09-01 00:00:00","python","21905"
"2021-09-01 00:00:00","r","4326"
"2021-09-01 00:00:00","ruby","507"
"2021-09-01 00:00:00","swift","1927"
"2021-10-01 00:00:00","assembly","221"
"2021-10-01 00:00:00","c","2201"
"2021-10-01 00:00:00","c#","6019"
"2021-10-01 00:00:00","c++","4078"
"2021-10-01 00:00:00","delphi","150"
"2021-10-01 00:00:00","go","761"
"2021-10-01 00:00:00","java","7770"
"2021-10-01 00:00:00","javascript","16169"
"2021-10-01 00:00:00","perl","131"
"2021-10-01 00:00:00","php","4264"
"2021-10-01 00:00:00","python","22913"
"2021-10-01 00:00:00","r","4743"
"2021-10-01 00:00:00","ruby","479"
"2021-10-01 00:00:00","swift","1844"
"2021-11-01 00:00:00","assembly","311"
"2021-11-01 00:00:00","c","2342"
"2021-11-01 00:00:00","c#","6400"
"2021-11-01 00:00:00","c++","4176"
"2021-11-01 00:00:00","delphi","151"
"2021-11-01 00:00:00","go","705"
"2021-11-01 00:00:00","java","8296"
"2021-11-01 00:00:00","javascript","15870"
"2021-11-01 00:00:00","perl","81"
"2021-11-01 00:00:00","php","4139"
"2021-11-01 00:00:00","python","23436"
"2021-11-01 00:00:00","r","4631"
"2021-11-01 00:00:00","ruby","449"
"2021-11-01 00:00:00","swift","1765"
"2021-12-01 00:00:00","assembly","289"
"2021-12-01 00:00:00","c","2266"
"2021-12-01 00:00:00","c#","5748"
"2021-12-01 00:00:00","c++","3882"
"2021-12-01 00:00:00","delphi","159"
"2021-12-01 00:00:00","go","773"
"2021-12-01 00:00:00","java","7567"
"2021-12-01 00:00:00","javascript","15350"
"2021-12-01 00:00:00","perl","103"
"2021-12-01 00:00:00","php","3766"
"2021-12-01 00:00:00","python","22126"
"2021-12-01 00:00:00","r","3933"
"2021-12-01 00:00:00","ruby","437"
"2021-12-01 00:00:00","swift","1675"
"2022-01-01 00:00:00","assembly","241"
"2022-01-01 00:00:00","c","2080"
"2022-01-01 00:00:00","c#","5953"
"2022-01-01 00:00:00","c++","3909"
"2022-01-01 00:00:00","delphi","151"
"2022-01-01 00:00:00","go","796"
"2022-01-01 00:00:00","java","7769"
"2022-01-01 00:00:00","javascript","16398"
"2022-01-01 00:00:00","perl","131"
"2022-01-01 00:00:00","php","4051"
"2022-01-01 00:00:00","python","22765"
"2022-01-01 00:00:00","r","4273"
"2022-01-01 00:00:00","ruby","477"
"2022-01-01 00:00:00","swift","2007"
"2022-02-01 00:00:00","assembly","247"
"2022-02-01 00:00:00","c","1940"
"2022-02-01 00:00:00","c#","6234"
"2022-02-01 00:00:00","c++","3802"
"2022-02-01 00:00:00","delphi","193"
"2022-02-01 00:00:00","go","744"
"2022-02-01 00:00:00","java","7944"
"2022-02-01 00:00:00","javascript","16697"
"2022-02-01 00:00:00","perl","97"
"2022-02-01 00:00:00","php","4244"
"2022-02-01 00:00:00","python","24109"
"2022-02-01 00:00:00","r","4464"
"2022-02-01 00:00:00","ruby","476"
"2022-02-01 00:00:00","swift","2008"
